Timestamp,GPU_ID,GPU_Utilization(%),VRAM_Used(MB)
2025-08-03 12:55:18,card3,52,971010048
2025-08-03 12:55:19,card3,58,971010048
2025-08-03 12:55:19,card3,56,971010048
2025-08-03 12:55:19,card3,47,971010048
2025-08-03 12:55:20,card3,44,971010048
2025-08-03 12:55:20,card3,55,971010048
2025-08-03 12:55:20,card3,61,971010048
2025-08-03 12:55:21,card3,54,971010048
2025-08-03 12:55:21,card3,16,971010048
2025-08-03 12:55:21,card3,27,971010048
2025-08-03 12:55:22,card3,55,971010048
2025-08-03 12:55:22,card3,72,971010048
2025-08-03 12:55:22,card3,45,971010048
2025-08-03 12:55:23,card3,34,971010048
2025-08-03 12:55:23,card3,52,971010048
2025-08-03 12:55:23,card3,0,971010048
2025-08-03 12:55:26,card3,63,971010048
2025-08-03 12:55:26,card3,52,971010048
2025-08-03 12:55:27,card3,51,971014144
2025-08-03 12:55:27,card3,8,971014144
2025-08-03 12:55:28,card3,16,971014144
2025-08-03 12:55:28,card3,37,971014144
2025-08-03 12:55:28,card3,56,971014144
2025-08-03 12:55:29,card3,49,971014144
2025-08-03 12:55:29,card3,56,971014144
2025-08-03 12:55:30,card3,26,971014144
2025-08-03 12:55:30,card3,14,971014144
2025-08-03 12:55:31,card3,33,971014144
2025-08-03 12:55:32,card3,68,971014144
2025-08-03 12:55:32,card3,48,971014144
2025-08-03 12:55:32,card3,67,971014144
2025-08-03 12:55:33,card3,54,971014144
2025-08-03 12:55:33,card3,71,971014144
2025-08-03 12:55:33,card3,56,971014144
2025-08-03 12:55:34,card3,58,971014144
2025-08-03 12:55:34,card3,52,971014144
2025-08-03 12:55:34,card3,0,971014144
2025-08-03 12:55:35,card3,0,971014144
2025-08-03 12:55:35,card3,0,971014144
2025-08-03 12:55:35,card3,62,971014144
2025-08-03 12:55:36,card3,18,971014144
2025-08-03 12:55:36,card3,18,971014144
2025-08-03 12:55:36,card3,31,971014144
2025-08-03 12:55:37,card3,17,971014144
2025-08-03 12:55:37,card3,32,971014144
2025-08-03 12:55:37,card3,60,971014144
2025-08-03 12:55:38,card3,53,971014144
2025-08-03 12:55:38,card3,43,971014144
2025-08-03 12:55:38,card3,53,971014144
2025-08-03 12:55:39,card3,22,971014144
2025-08-03 12:55:39,card3,0,971014144
2025-08-03 12:55:39,card3,0,971014144
2025-08-03 12:55:40,card3,0,971014144
2025-08-03 12:55:40,card3,50,971014144
2025-08-03 12:55:40,card3,7,971014144
2025-08-03 12:55:41,card3,37,971014144
2025-08-03 12:55:41,card3,17,971014144
2025-08-03 12:55:41,card3,60,971014144
2025-08-03 12:55:42,card3,64,971014144
2025-08-03 12:55:42,card3,75,971014144
2025-08-03 12:55:42,card3,69,971014144
2025-08-03 12:55:43,card3,68,971014144
2025-08-03 12:55:43,card3,70,971014144
2025-08-03 12:55:43,card3,58,971014144
2025-08-03 12:55:44,card3,48,971014144
2025-08-03 12:55:44,card3,74,971014144
2025-08-03 12:55:45,card3,67,971014144
2025-08-03 12:55:45,card3,15,971014144
2025-08-03 12:55:45,card3,0,971014144
2025-08-03 12:55:46,card3,0,971014144
2025-08-03 12:55:46,card3,0,971014144
2025-08-03 12:55:46,card3,31,971014144
2025-08-03 12:55:47,card3,51,971014144
2025-08-03 12:55:47,card3,56,971014144
2025-08-03 12:55:47,card3,58,971014144
2025-08-03 12:55:48,card3,15,971014144
2025-08-03 12:55:48,card3,5,971014144
2025-08-03 12:55:48,card3,31,971014144
2025-08-03 12:55:49,card3,29,971014144
2025-08-03 12:55:49,card3,71,971014144
2025-08-03 12:55:49,card3,55,971014144
2025-08-03 12:55:50,card3,60,971014144
2025-08-03 12:55:50,card3,67,971014144
2025-08-03 12:55:51,card3,30,971014144
2025-08-03 12:55:51,card3,58,971014144
2025-08-03 12:55:51,card3,19,971014144
2025-08-03 12:55:52,card3,39,971014144
2025-08-03 12:55:52,card3,52,971014144
2025-08-03 12:55:52,card3,49,971014144
2025-08-03 12:55:53,card3,15,971014144
2025-08-03 12:55:53,card3,58,971014144
2025-08-03 12:55:53,card3,52,971014144
2025-08-03 12:55:54,card3,57,971014144
2025-08-03 12:55:54,card3,0,971014144
2025-08-03 12:55:54,card3,0,971014144
2025-08-03 12:55:55,card3,0,971014144
2025-08-03 12:55:55,card3,0,971014144
2025-08-03 12:55:55,card3,0,971014144
2025-08-03 12:55:56,card3,0,971014144
2025-08-03 12:55:56,card3,57,971014144
2025-08-03 12:55:56,card3,72,971014144
2025-08-03 12:55:57,card3,74,971014144
2025-08-03 12:55:57,card3,52,971014144
2025-08-03 12:55:57,card3,67,971014144
2025-08-03 12:55:58,card3,12,971014144
2025-08-03 12:55:58,card3,9,971014144
2025-08-03 12:55:58,card3,47,971014144
2025-08-03 12:55:59,card3,32,971014144
2025-08-03 12:55:59,card3,66,971014144
2025-08-03 12:55:59,card3,56,971014144
2025-08-03 12:56:00,card3,51,971014144
2025-08-03 12:56:00,card3,11,971014144
2025-08-03 12:56:00,card3,0,971014144
2025-08-03 12:56:01,card3,0,971014144
2025-08-03 12:56:01,card3,0,971014144
2025-08-03 12:56:02,card3,0,971014144
2025-08-03 12:56:02,card3,73,971014144
2025-08-03 12:56:02,card3,15,971014144
2025-08-03 12:56:03,card3,24,971014144
2025-08-03 12:56:03,card3,68,971014144
2025-08-03 12:56:03,card3,77,971014144
2025-08-03 12:56:04,card3,48,971014144
2025-08-03 12:56:04,card3,44,971014144
2025-08-03 12:56:04,card3,52,971014144
2025-08-03 12:56:05,card3,67,971014144
2025-08-03 12:56:05,card3,17,971014144
2025-08-03 12:56:05,card3,16,971014144
2025-08-03 12:56:06,card3,71,971014144
2025-08-03 12:56:06,card3,74,971014144
2025-08-03 12:56:07,card3,10,971014144
2025-08-03 12:56:07,card3,75,971014144
2025-08-03 12:56:07,card3,44,971014144
2025-08-03 12:56:08,card3,45,971014144
2025-08-03 12:56:08,card3,52,971014144
2025-08-03 12:56:08,card3,28,971014144
2025-08-03 12:56:09,card3,32,971014144
2025-08-03 12:56:09,card3,57,971014144
2025-08-03 12:56:09,card3,10,971014144
2025-08-03 12:56:10,card3,60,971014144
2025-08-03 12:56:10,card3,57,971014144
2025-08-03 12:56:10,card3,74,971014144
2025-08-03 12:56:11,card3,56,971014144
2025-08-03 12:56:11,card3,68,971014144
2025-08-03 12:56:11,card3,63,971014144
2025-08-03 12:56:12,card3,70,971014144
2025-08-03 12:56:12,card3,24,971014144
2025-08-03 12:56:12,card3,77,971014144
2025-08-03 12:56:13,card3,53,971014144
2025-08-03 12:56:13,card3,74,971014144
2025-08-03 12:56:13,card3,54,971014144
2025-08-03 12:56:14,card3,0,971014144
2025-08-03 12:56:14,card3,0,971014144
2025-08-03 12:56:14,card3,0,971014144
2025-08-03 12:56:15,card3,59,971014144
2025-08-03 12:56:15,card3,0,971014144
2025-08-03 12:56:16,card3,0,971014144
2025-08-03 12:56:16,card3,0,971014144
2025-08-03 12:56:16,card3,0,971014144
2025-08-03 12:56:17,card3,0,971014144
2025-08-03 12:56:17,card3,0,971014144
2025-08-03 12:56:17,card3,52,971014144
2025-08-03 12:56:18,card3,0,971014144
2025-08-03 12:56:18,card3,0,971014144
2025-08-03 12:56:18,card3,0,971014144
2025-08-03 12:56:19,card3,12,971014144
2025-08-03 12:56:19,card3,73,971014144
2025-08-03 12:56:19,card3,55,971014144
2025-08-03 12:56:20,card3,74,971014144
2025-08-03 12:56:20,card3,69,971014144
2025-08-03 12:56:20,card3,69,971014144
2025-08-03 12:56:21,card3,61,971014144
2025-08-03 12:56:21,card3,48,971014144
2025-08-03 12:56:21,card3,55,971014144
2025-08-03 12:56:22,card3,26,971014144
2025-08-03 12:56:22,card3,24,971014144
2025-08-03 12:56:22,card3,62,971014144
2025-08-03 12:56:23,card3,69,971014144
2025-08-03 12:56:23,card3,31,971014144
2025-08-03 12:56:23,card3,54,971014144
2025-08-03 12:56:24,card3,8,971014144
2025-08-03 12:56:24,card3,17,971014144
2025-08-03 12:56:24,card3,13,971014144
2025-08-03 12:56:25,card3,26,971014144
2025-08-03 12:56:25,card3,24,971014144
2025-08-03 12:56:25,card3,55,971014144
2025-08-03 12:56:26,card3,73,971014144
2025-08-03 12:56:26,card3,56,971014144
2025-08-03 12:56:26,card3,75,971014144
2025-08-03 12:56:27,card3,67,971014144
2025-08-03 12:56:27,card3,35,971014144
2025-08-03 12:56:27,card3,0,971014144
2025-08-03 12:56:28,card3,0,971014144
2025-08-03 12:56:28,card3,0,971014144
2025-08-03 12:56:29,card3,76,971014144
2025-08-03 12:56:29,card3,64,971014144
2025-08-03 12:56:29,card3,55,971014144
2025-08-03 12:56:30,card3,10,971014144
2025-08-03 12:56:30,card3,53,971014144
2025-08-03 12:56:30,card3,15,971014144
2025-08-03 12:56:31,card3,58,971014144
2025-08-03 12:56:31,card3,31,971014144
2025-08-03 12:56:31,card3,16,971014144
2025-08-03 12:56:32,card3,18,971014144
2025-08-03 12:56:32,card3,15,971014144
2025-08-03 12:56:32,card3,8,971014144
2025-08-03 12:56:33,card3,0,971014144
2025-08-03 12:56:33,card3,0,971014144
2025-08-03 12:56:33,card3,0,971014144
2025-08-03 12:56:34,card3,0,971014144
2025-08-03 12:56:34,card3,0,971014144
2025-08-03 12:56:34,card3,0,971014144
2025-08-03 12:56:35,card3,78,971014144
2025-08-03 12:56:35,card3,59,971014144
2025-08-03 12:56:35,card3,15,971014144
2025-08-03 12:56:36,card3,73,971014144
2025-08-03 12:56:36,card3,63,971014144
2025-08-03 12:56:37,card3,63,971014144
2025-08-03 12:56:37,card3,15,971014144
2025-08-03 12:56:37,card3,13,971014144
2025-08-03 12:56:38,card3,14,971014144
2025-08-03 12:56:38,card3,25,971014144
2025-08-03 12:56:39,card3,0,971014144
2025-08-03 12:56:40,card3,67,971014144
2025-08-03 12:56:40,card3,31,971014144
2025-08-03 12:56:40,card3,70,971014144
2025-08-03 12:56:41,card3,49,971014144
2025-08-03 12:56:41,card3,67,971014144
2025-08-03 12:56:42,card3,41,971014144
2025-08-03 12:56:42,card3,0,971014144
2025-08-03 12:56:43,card3,75,971014144
2025-08-03 12:56:43,card3,22,971014144
2025-08-03 12:56:43,card3,53,971014144
2025-08-03 12:56:44,card3,49,971014144
2025-08-03 12:56:44,card3,27,971014144
2025-08-03 12:56:44,card3,73,971014144
2025-08-03 12:56:45,card3,0,971014144
2025-08-03 12:56:45,card3,0,971014144
2025-08-03 12:56:45,card3,0,971014144
2025-08-03 12:56:46,card3,0,971014144
2025-08-03 12:56:46,card3,0,971014144
2025-08-03 12:56:46,card3,0,971014144
2025-08-03 12:56:47,card3,77,971014144
2025-08-03 12:56:47,card3,22,971014144
2025-08-03 12:56:47,card3,43,971014144
2025-08-03 12:56:48,card3,15,971014144
2025-08-03 12:56:48,card3,31,971014144
2025-08-03 12:56:48,card3,19,971014144
2025-08-03 12:56:49,card3,71,971014144
2025-08-03 12:56:49,card3,73,971014144
2025-08-03 12:56:49,card3,18,971014144
2025-08-03 12:56:50,card3,75,971014144
2025-08-03 12:56:50,card3,52,971014144
2025-08-03 12:56:51,card3,12,971014144
2025-08-03 12:56:51,card3,54,971014144
2025-08-03 12:56:51,card3,58,971014144
